index,chunk_num,text
1632,0,"Wait 5 seconds, then turn it off using LED pin IO 25 out low."
1633,0,Now upload the program to the Wiz Inventor Kit.
1634,0,"After uploading, you will see green light on for five seconds."
1635,0,"Yellow light blinking 3 times, Red light on for five seconds."
1636,0,This cycle will repeat continuously.
1637,0,O In this project we learned how to build a working traffic light system using Arduino logic and timing.
1638,0,Thank you for watching.
1639,0,---------Inventer-kit-video 21 -----------
1640,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1641,0,This is Project 3SOS Distress device.
1642,0,First open the Wiz Robo app on your computer.
1643,0,Now connect the Wise Inventor kit using a USB cable.
1644,0,And select the correct COM port.
1645,0,"Once the kit is connected, we can start coding."
1646,0,In this project we will create an O distress signal device.
1647,0,An SOS device is used in emergency situations to send a help signal.
1648,0,This signal follows Morse code where the letter S is represented by three short blinks and the letter O is represented by three long blinks.
1649,0,Now let us build the program step by step.
1650,0,First go to the events section and drag the block when Arduino begin.
1651,0,Next go to the pin section and drag set pin IO5 mode.
1652,0,Output.
1653,0,This prepares the LED connected to IO5 to work as an output.
1654,0,Now go to the control section and add a forever block.
1655,0,This allows the SOS signal to repeat continuously.
1656,0,"Inside the forever loop, we create the signal, drag a repeat three times block inside it, place LED pin IO5 out high, then add weight 0.15 seconds, then LED pin IO5 out low, then weight 0.1 seconds."
1657,0,This creates 3 quick blinks which represent.
1658,0,"Letter S Next we create the O signal, add another repeat three times, block inside it Lace LED pin IO5 out high, then wait oh point 4 seconds, then LED pin IO5 out low, then weight 0.2 seconds."
1659,0,These slower blinks represent the letter O.
1660,0,"Now again we create the signal, add another Repeat three times block inside it, Place LED pin IO5 out high, then weight 0.15 seconds, then LED pin IO5 out low, then weight 0.1 seconds"
1660,1,", then weight 0.1 seconds, finally at a weight block of five seconds."
1661,0,This creates a gap between each SOS message before the next one.
1662,0,Starts Now upload the program to the Wise Inventor Kit.
1663,0,"After uploading you will see the LED blink 3 times quickly, then three times slowly, and again three times quickly."
1664,0,This repeating pattern forms the SOS distress signal.
1665,0,So in this project we learned how to create a merged.
1666,0,---------Inventer-kit-video 22 -----------
1667,0,"Hello everyone, welcome back to the Wiz Inventor Kit."
1668,0,This is Project 2 Breathing LED.
1669,0,First open the Wiz Robo app on your computer.
1670,0,Now connect the Wiz Inventor kit using a USB cable and select the correct COM port once the kit is connected.
1671,0,We can start coding.
1672,0,"In this project, we will create a breathing LED effect."
1673,0,A breathing LED is an LED whose brightness slowly increases and decreases just like breathing.
1674,0,This effect is created using PWM.
1675,0,Now let us understand what PWM is.
1676,0,PWM stands for Pulse Width Modulation.
1677,0,PWM allows us to control analog output using digital signals.
1678,0,"To be why changing how long the signal stays high and low, we control the brightness of the LED."
1679,0,"More time at high makes the LED brighter, More time at low makes the LED dimmer."
1680,0,This is how we create smooth brightness control.
1681,0,Now let us start.
1682,0,Building the program first go to the events section and drag when Arduino begin.
1683,0,"Next, go to the control section and drag the forever block so the effect runs continuously."
1684,0,Now go to the variable section and create a variable named item with initial value 0 dot.
1685,0,Place this variable inside the forever block.
1686,0,Now go to the control section and drag a repeat block.
1687,0,Set it to 255 times which is the maximum value.
1688,0,Or PWM.
1689,0,Inside this repeat block go to variables and drag change item by plus plus.
1690,0,This increases the brightness step by step from zero to 255.
1691,0,"Next, go to the LED section and drag the LED analog write block."
1692,0,Set the LED pin to IO5 and put the variable item in the value field.
1693,0,Now go to control and add a weight block of 0.01 seconds.
1694,0,This delay makes the brightness change smooth.
1695,0,Now we create the dimming part again.
1696,0,"Add another repeat 255 times, block inside it, drag change item by."
1697,0,This decreases the brightness from 255 back to zero.
1698,0,Add the LED analog write IO5 value.
1699,0,"Item block again, then add another weight block of 0.01 seconds."
1700,0,Now upload the program.
1701,0,"After uploading, you will see the LED gradually getting brighter and then dimmer."
1702,0,It will keep repeating this smoothly.
1703,0,---------Inventer-kit-video 23 -----------
1704,0,"Hello everyone, welcome to the Wiz inventor kit."
1705,0,This is Charter one LED blinking.
1706,0,First open the Wiz Robo app on your computer.
1707,0,Now connect the Wiz inventor kit to your system using a USB cable and select the correct COM port.
1708,0,"Once there was inventor kit is connected, we can start coding."
1709,0,Today we are going to perform our first project which is LED blinking.
1710,0,LED blinking is a very simple project specially designed for beginners.
1711,0,"In this project, we only need to connect an LED to the Wiz inventor kit and upload the program this."
1712,0,"Project helps us understand the basic working of Arduino, how pins work and how we control hardware using code."
1713,0,Now start connection connect red lead to IO5 of ESP board.
1714,0,Now let us start building the program step by step.
1715,0,First go to the events section and drag the block when Arduino begin.
1716,0,This block runs only once when the board starts.
1717,0,Next go to the control section and drag the forever block.
1718,0,Lace it under the When Arduino begin block.
1719,0,This makes sure the LED keeps blinking continuously.
1720,0,Now go to the pin section and drag the block.
1721,0,Set IO5 pin to output.
1722,0,This tells the board that the LED connected to pin IO5 will be used as an output device.
1723,0,"Next, go to the LED section and drag the block LED pin IO5 out high."
1724,0,This turns the LED on.
1725,0,"After that, go again to the control section and add a weight block."
1726,0,Set the wait time to one second.
1727,0,Now go back to the LED section and drag the block LED pin IO5 out low.
1728,0,This turns the LED off.
1729,0,Finally add another weight block of one second.
1730,0,Now upload the program to the Wiz Inventor kit.
1731,0,Once the program is uploaded you will see the LED turning on and off again and again.
1732,0,This is called LED blinking O.
1733,0,"In this charter we learned how to set a pin as output, turn an LED on and off, use delay for timing."
1734,0,This is the basic foundation of electronics and coding.
1735,0,Thank you for watching.
1736,0,---------Inventer-kit-video 24 -----------
1737,0,"Ultrasonic Adapter They small helper board that makes it easy to connect the ultrasonic sensor to the IT is clearly labeled pins such as VCC, Trigger, Echo, and ground."
1738,0,These labels match the pins of the ultrasonic sensor so wiring becomes simple and neat.
